27,11,836,180,21,20,-1,-1,-1,-1
28,2,610,401,162,164,-1,-1,-1,-1
28,3,664,310,131,112,-1,-1,-1,-1
28,4,731,291,72,74,-1,-1,-1,-1
28,5,783,192,22,19,-1,-1,-1,-1
28,6,815,203,30,20,-1,-1,-1,-1
29,2,605,408,165,167,-1,-1,-1,-1
29,3,664,311,131,114,-1,-1,-1,-1
29,4,730,292,73,73,-1,-1,-1,-1
29,5,782,192,23,19,-1,-1,-1,-1
29,6,813,201,34,23,-1,-1,-1,-1
30,2,598,414,170,172,-1,-1,-1,-1
30,3,664,313,130,114,-1,-1,-1,-1
30,4,729,292,74,75,-1,-1,-1,-1
30,5,782,192,23,20,-1,-1,-1,-1
30,6,813,203,32,21,-1,-1,-1,-1
30,11,835,183,20,18,-1,-1,-1,-1
31,2,591,420,177,180,-1,-1,-1,-1
31,3,664,315,131,116,-1,-1,-1,-1
31,4,727,293,74,74,-1,-1,-1,-1
31,5,783,193,22,18,-1,-1,-1,-1
31,6,814,204,30,20,-1,-1,-1,-1
31,11,835,183,21,19,-1,-1,-1,-1
32,2,583,424,183,189,-1,-1,-1,-1
32,3,663,317,132,119,-1,-1,-1,-1
32,4,726,293,75,75,-1,-1,-1,-1
32,5,782,193,23,18,-1,-1,-1,-1
32,6,813,205,30,20,-1,-1,-1,-1
32,11,835,183,22,19,-1,-1,-1,-1
33,2,573,434,190,196,-1,-1,-1,-1
33,3,662,318,132,121,-1,-1,-1,-1
33,4,724,294,76,76,-1,-1,-1,-1
33,5,782,193,22,19,-1,-1,-1,-1
33,6,812,205,32,21,-1,-1,-1,-1
33,7,923,173,22,32,-1,-1,-1,-1
33,11,835,185,20,19,-1,-1,-1,-1
34,2,566,446,194,200,-1,-1,-1,-1
34,3,662,320,131,121,-1,-1,-1,-1
34,4,723,295,77,76,-1,-1,-1,-1
34,5,781,193,22,19,-1,-1,-1,-1
34,6,811,207,31,20,-1,-1,-1,-1
34,7,922,174,23,32,-1,-1,-1,-1
34,11,834,185,22,19,-1,-1,-1,-1
35,2,556,457,200,207,-1,-1,-1,-1
35,3,661,321,130,121,-1,-1,-1,-1
35,4,723,296,78,76,-1,-1,-1,-1
35,5,781,194,21,18,-1,-1,-1,-1
35,6,809,206,33,22,-1,-1,-1,-1
35,7,922,174,23,32,-1,-1,-1,-1
35,11,834,185,22,20,-1,-1,-1,-1
36,2,544,467,209,217,-1,-1,-1,-1
36,3,660,323,129,121,-1,-1,-1,-1
36,4,722,296,79,76,-1,-1,-1,-1
36,5,779,194,23,18,-1,-1,-1,-1
36,6,807,206,35,23,-1,-1,-1,-1
36,7,922,174,23,32,-1,-1,-1,-1
36,11,834,186,21,19,-1,-1,-1,-1
37,2,533,480,216,225,-1,-1,-1,-1
37,3,660,325,126,120,-1,-1,-1,-1
37,4,720,297,80,77,-1,-1,-1,-1
37,5,778,194,23,19,-1,-1,-1,-1
37,6,808,210,31,20,-1,-1,-1,-1
37,7,922,174,23,32,-1,-1,-1,-1
37,11,832,187,22,19,-1,-1,-1,-1
38,2,521,494,223,234,-1,-1,-1,-1
38,3,658,328,127,120,-1,-1,-1,-1
38,4,718,298,81,77,-1,-1,-1,-1
38,5,777,194,24,19,-1,-1,-1,-1
38,6,807,210,31,20,-1,-1,-1,-1
38,7,921,173,24,34,-1,-1,-1,-1
38,11,831,186,23,21,-1,-1,-1,-1
39,2,508,508,234,245,-1,-1,-1,-1
39,3,657,330,129,122,-1,-1,-1,-1
39,4,716,299,83,77,-1,-1,-1,-1
39,5,777,194,23,20,-1,-1,-1,-1
39,6,806,210,32,21,-1,-1,-1,-1
39,7,921,173,25,34,-1,-1,-1,-1
39,11,831,187,22,20,-1,-1,-1,-1
39,22,1861,384,40,83,-1,-1,-1,-1
40,2,494,526,244,256,-1,-1,-1,-1
40,3,656,332,130,123,-1,-1,-1,-1
40,4,714,300,85,79,-1,-1,-1,-1
40,5,776,194,24,20,-1,-1,-1,-1
40,6,806,212,32,20,-1,-1,-1,-1
40,7,922,172,24,36,-1,-1,-1,-1
40,11,831,186,22,20,-1,-1,-1,-1
40,22,1846,369,47,95,-1,-1,-1,-1
41,2,477,543,255,270,-1,-1,-1,-1
41,3,653,333,133,127,-1,-1,-1,-1
41,4,712,301,86,79,-1,-1,-1,-1
41,5,776,194,24,20,-1,-1,-1,-1
41,6,804,212,34,21,-1,-1,-1,-1
41,7,921,172,24,34,-1,-1,-1,-1
41,11,833,189,19,17,-1,-1,-1,-1
41,22,1830,360,54,102,-1,-1,-1,-1
42,2,458,563,271,288,-1,-1,-1,-1
42,3,652,335,134,129,-1,-1,-1,-1
42,4,710,303,89,80,-1,-1,-1,-1
42,5,775,194,24,21,-1,-1,-1,-1
42,6,803,211,35,23,-1,-1,-1,-1
42,7,921,172,24,34,-1,-1,-1,-1
42,11,833,190,19,16,-1,-1,-1,-1
42,22,1815,354,61,107,-1,-1,-1,-1
43,2,437,586,287,305,-1,-1,-1,-1
43,3,653,337,134,130,-1,-1,-1,-1
43,4,709,304,91,82,-1,-1,-1,-1
43,5,774,195,26,21,-1,-1,-1,-1
43,6,801,211,38,24,-1,-1,-1,-1
43,7,921,172,24,34,-1,-1,-1,-1
43,11,833,189,19,17,-1,-1,-1,-1
43,22,1799,349,69,110,-1,-1,-1,-1
44,2,413,611,304,324,-1,-1,-1,-1
44,3,650,338,137,133,-1,-1,-1,-1
44,4,708,304,92,83,-1,-1,-1,-1
44,5,773,195,26,21,-1,-1,-1,-1
44,6,802,212,36,24,-1,-1,-1,-1
44,7,922,173,23,33,-1,-1,-1,-1
44,11,831,188,22,18,-1,-1,-1,-1
44,22,1782,347,79,112,-1,-1,-1,-1
45,2,386,642,323,346,-1,-1,-1,-1
45,3,648,340,140,137,-1,-1,-1,-1
45,4,707,306,94,84,-1,-1,-1,-1
45,5,773,195,26,22,-1,-1,-1,-1
45,6,801,211,39,26,-1,-1,-1,-1
45,7,923,173,23,33,-1,-1,-1,-1
45,11,831,188,22,19,-1,-1,-1,-1
45,22,1766,345,89,112,-1,-1,-1,-1
46,2,358,678,342,368,-1,-1,-1,-1
46,3,646,344,140,137,-1,-1,-1,-1
46,4,705,307,97,86,-1,-1,-1,-1
46,5,772,195,26,22,-1,-1,-1,-1
46,6,799,211,42,28,-1,-1,-1,-1
46,7,923,173,23,33,-1,-1,-1,-1
46,11,829,188,24,19,-1,-1,-1,-1
46,22,1748,342,103,116,-1,-1,-1,-1
47,2,339,715,337,359,-1,-1,-1,-1
47,3,645,347,141,139,-1,-1,-1,-1
47,4,704,308,99,87,-1,-1,-1,-1
47,5,771,196,26,22,-1,-1,-1,-1
47,6,798,212,42,28,-1,-1,-1,-1
47,7,922,173,24,33,-1,-1,-1,-1
47,11,829,188,24,20,-1,-1,-1,-1
47,22,1736,337,107,120,-1,-1,-1,-1
48,2,319,759,316,320,-1,-1,-1,-1
48,3,644,353,141,138,-1,-1,-1,-1
48,4,701,310,100,88,-1,-1,-1,-1
48,5,770,196,25,22,-1,-1,-1,-1
48,6,798,214,40,27,-1,-1,-1,-1
48,7,921,172,25,35,-1,-1,-1,-1
48,11,829,189,23,19,-1,-1,-1,-1
49,2,307,810,285,269,-1,-1,-1,-1
49,3,640,355,145,143,-1,-1,-1,-1
49,4,700,311,102,90,-1,-1,-1,-1
49,5,769,197,26,21,-1,-1,-1,-1
49,6,796,215,41,28,-1,-1,-1,-1
49,7,921,172,25,35,-1,-1,-1,-1
49,11,827,188,25,21,-1,-1,-1,-1
49,23,846,175,13,15,-1,-1,-1,-1
50,2,309,869,249,210,-1,-1,-1,-1
50,3,637,358,148,146,-1,-1,-1,-1
50,4,698,313,103,92,-1,-1,-1,-1
50,5,768,198,26,21,-1,-1,-1,-1
50,6,794,215,43,30,-1,-1,-1,-1
50,7,921,171,25,36,-1,-1,-1,-1
50,11,826,188,25,21,-1,-1,-1,-1
50,23,846,175,13,15,-1,-1,-1,-1
51,2,299,896,242,183,-1,-1,-1,-1
51,3,635,362,152,150,-1,-1,-1,-1
51,4,698,316,103,91,-1,-1,-1,-1
51,5,767,198,27,22,-1,-1,-1,-1
51,6,792,214,46,32,-1,-1,-1,-1
51,7,921,171,25,36,-1,-1,-1,-1
51,11,826,188,25,21,-1,-1,-1,-1
51,23,846,175,14,16,-1,-1,-1,-1
52,3,631,363,157,156,-1,-1,-1,-1
52,4,696,318,105,93,-1,-1,-1,-1
52,5,766,198,28,22,-1,-1,-1,-1
52,6,791,215,47,33,-1,-1,-1,-1
52,11,825,187,27,22,-1,-1,-1,-1
53,3,626,367,162,160,-1,-1,-1,-1
53,4,695,321,106,95,-1,-1,-1,-1
53,5,766,199,27,22,-1,-1,-1,-1
53,6,790,216,47,34,-1,-1,-1,-1
53,11,825,187,26,23,-1,-1,-1,-1
54,3,624,371,164,163,-1,-1,-1,-1
54,4,694,322,109,97,-1,-1,-1,-1
54,5,764,199,28,23,-1,-1,-1,-1
54,6,789,217,48,35,-1,-1,-1,-1
54,11,825,187,26,23,-1,-1,-1,-1
55,3,622,376,168,167,-1,-1,-1,-1
55,4,696,326,106,94,-1,-1,-1,-1
55,5,763,199,29,23,-1,-1,-1,-1
55,6,789,218,47,35,-1,-1,-1,-1
55,11,825,187,26,23,-1,-1,-1,-1
56,3,620,385,170,171,-1,-1,-1,-1
56,4,697,330,105,93,-1,-1,-1,-1
56,5,763,199,29,24,-1,-1,-1,-1
56,6,787,219,49,36,-1,-1,-1,-1
56,11,823,186,29,24,-1,-1,-1,-1
56,23,847,174,12,14,-1,-1,-1,-1
56,29,1497,322,284,116,-1,-1,-1,-1
57,3,618,393,171,172,-1,-1,-1,-1
57,4,695,332,107,95,-1,-1,-1,-1
57,5,762,199,30,24,-1,-1,-1,-1
57,6,787,220,48,37,-1,-1,-1,-1
57,11,824,187,27,24,-1,-1,-1,-1
57,23,847,173,12,15,-1,-1,-1,-1
57,29,1482,319,282,115,-1,-1,-1,-1
58,3,614,400,176,177,-1,-1,-1,-1
58,4,692,334,110,97,-1,-1,-1,-1
58,5,762,200,30,24,-1,-1,-1,-1
58,6,785,221,50,38,-1,-1,-1,-1
58,11,824,187,28,24,-1,-1,-1,-1
58,29,1470,317,282,115,-1,-1,-1,-1
59,3,608,408,179,179,-1,-1,-1,-1
59,4,692,337,110,96,-1,-1,-1,-1
59,5,761,200,30,24,-1,-1,-1,-1
59,6,784,222,50,38,-1,-1,-1,-1
59,7,922,170,24,35,-1,-1,-1,-1
59,11,823,187,29,25,-1,-1,-1,-1
59,29,1455,318,270,111,-1,-1,-1,-1
60,3,603,414,186,186,-1,-1,-1,-1
60,4,688,339,114,99,-1,-1,-1,-1
60,5,760,200,30,24,-1,-1,-1,-1
60,6,782,224,51,38,-1,-1,-1,-1
60,7,922,170,24,35,-1,-1,-1,-1
60,11,823,187,29,25,-1,-1,-1,-1
60,29,1440,316,267,110,-1,-1,-1,-1
61,3,597,419,193,195,-1,-1,-1,-1
61,4,685,341,118,103,-1,-1,-1,-1
61,5,758,200,31,25,-1,-1,-1,-1
61,6,781,226,52,40,-1,-1,-1,-1
61,11,824,190,26,22,-1,-1,-1,-1
61,29,1430,316,256,106,-1,-1,-1,-1
62,3,592,427,199,202,-1,-1,-1,-1
62,4,682,344,121,105,-1,-1,-1,-1
62,5,757,200,31,25,-1,-1,-1,-1
62,6,778,227,55,41,-1,-1,-1,-1
62,11,822,188,29,25,-1,-1,-1,-1
62,29,1416,315,252,104,-1,-1,-1,-1
63,3,584,435,208,211,-1,-1,-1,-1
63,4,680,348,122,107,-1,-1,-1,-1
63,5,756,201,31,25,-1,-1,-1,-1
63,6,776,228,56,43,-1,-1,-1,-1
63,11,820,188,30,25,-1,-1,-1,-1
63,29,1402,312,248,104,-1,-1,-1,-1
64,3,578,447,210,213,-1,-1,-1,-1
64,4,681,353,123,107,-1,-1,-1,-1
64,5,753,201,33,26,-1,-1,-1,-1
64,6,775,230,56,43,-1,-1,-1,-1
64,11,820,188,29,26,-1,-1,-1,-1
64,23,845,179,13,14,-1,-1,-1,-1
64,29,1389,307,247,105,-1,-1,-1,-1
65,3,569,461,217,220,-1,-1,-1,-1
65,4,678,357,125,108,-1,-1,-1,-1
65,5,751,201,33,27,-1,-1,-1,-1
65,6,774,231,57,44,-1,-1,-1,-1
65,11,819,188,30,26,-1,-1,-1,-1
65,23,845,180,13,14,-1,-1,-1,-1
65,29,1376,305,244,104,-1,-1,-1,-1
66,3,560,473,225,228,-1,-1,-1,-1
66,4,677,361,127,110,-1,-1,-1,-1
66,5,750,202,33,26,-1,-1,-1,-1
66,6,772,233,58,45,-1,-1,-1,-1
66,11,819,189,30,26,-1,-1,-1,-1
66,29,1363,301,242,105,-1,-1,-1,-1
67,3,550,485,235,239,-1,-1,-1,-1
67,4,674,366,131,113,-1,-1,-1,-1
67,5,749,202,33,27,-1,-1,-1,-1
67,6,771,235,59,47,-1,-1,-1,-1
67,11,819,190,30,26,-1,-1,-1,-1
67,29,1354,299,236,105,-1,-1,-1,-1
68,3,541,501,243,248,-1,-1,-1,-1
68,4,673,370,131,114,-1,-1,-1,-1
68,5,748,203,34,28,-1,-1,-1,-1
68,6,769,237,61,47,-1,-1,-1,-1
68,11,818,190,30,27,-1,-1,-1,-1
68,29,1345,298,227,101,-1,-1,-1,-1
69,3,526,517,255,262,-1,-1,-1,-1
69,4,670,375,134,116,-1,-1,-1,-1
69,5,747,205,33,27,-1,-1,-1,-1
69,6,767,238,62,50,-1,-1,-1,-1
69,11,818,190,30,27,-1,-1,-1,-1
69,29,1339,297,218,99,-1,-1,-1,-1
70,3,513,535,267,275,-1,-1,-1,-1
70,4,668,380,139,120,-1,-1,-1,-1
70,5,745,205,34,27,-1,-1,-1,-1
70,6,765,240,63,50,-1,-1,-1,-1
70,11,818,190,31,27,-1,-1,-1,-1
70,29,1333,296,209,96,-1,-1,-1,-1
71,3,498,556,279,288,-1,-1,-1,-1
71,4,665,384,142,124,-1,-1,-1,-1
71,5,744,206,35,27,-1,-1,-1,-1
71,6,763,241,66,53,-1,-1,-1,-1
71,11,818,190,31,28,-1,-1,-1,-1
71,29,1326,295,201,94,-1,-1,-1,-1
72,3,481,580,294,304,-1,-1,-1,-1
72,4,662,390,144,125,-1,-1,-1,-1
72,5,743,207,35,27,-1,-1,-1,-1
72,6,761,242,68,56,-1,-1,-1,-1
72,11,817,190,32,28,-1,-1,-1,-1
72,29,1317,292,198,93,-1,-1,-1,-1
73,3,458,605,312,324,-1,-1,-1,-1
73,4,659,395,147,129,-1,-1,-1,-1
73,5,742,207,35,27,-1,-1,-1,-1
73,6,761,246,67,55,-1,-1,-1,-1
73,11,817,190,33,29,-1,-1,-1,-1
73,29,1309,288,195,94,-1,-1,-1,-1
74,3,436,632,330,345,-1,-1,-1,-1
74,4,655,402,151,131,-1,-1,-1,-1
74,5,740,207,36,28,-1,-1,-1,-1
74,6,759,249,67,55,-1,-1,-1,-1
74,11,816,189,35,30,-1,-1,-1,-1
74,29,1301,286,188,92,-1,-1,-1,-1
75,3,408,661,357,375,-1,-1,-1,-1
75,4,650,408,156,137,-1,-1,-1,-1
75,5,738,208,37,29,-1,-1,-1,-1
75,6,756,251,69,58,-1,-1,-1,-1
75,11,817,189,34,31,-1,-1,-1,-1
75,29,1296,285,181,90,-1,-1,-1,-1
76,3,385,696,359,374,-1,-1,-1,-1
76,4,646,416,161,141,-1,-1,-1,-1
76,5,736,209,38,29,-1,-1,-1,-1
76,6,755,254,70,59,-1,-1,-1,-1
76,11,816,190,34,30,-1,-1,-1,-1
76,29,1289,283,177,89,-1,-1,-1,-1
77,3,376,737,339,342,-1,-1,-1,-1
77,4,640,423,169,148,-1,-1,-1,-1
77,5,734,209,39,31,-1,-1,-1,-1
77,6,754,259,69,58,-1,-1,-1,-1
77,11,815,190,35,31,-1,-1,-1,-1
77,29,1282,281,171,88,-1,-1,-1,-1
78,3,371,787,307,292,-1,-1,-1,-1
78,4,633,431,174,153,-1,-1,-1,-1
78,5,731,210,41,31,-1,-1,-1,-1
78,6,751,262,71,60,-1,-1,-1,-1
78,11,814,191,36,31,-1,-1,-1,-1
78,29,1275,278,169,89,-1,-1,-1,-1
79,3,362,841,278,238,-1,-1,-1,-1
79,4,628,441,179,158,-1,-1,-1,-1
79,5,729,210,41,32,-1,-1,-1,-1
79,6,749,266,71,60,-1,-1,-1,-1
79,11,813,191,36,31,-1,-1,-1,-1
79,29,1269,277,163,87,-1,-1,-1,-1
80,3,368,895,237,184,-1,-1,-1,-1
80,4,623,452,183,162,-1,-1,-1,-1
80,5,727,211,42,33,-1,-1,-1,-1
80,6,747,270,71,60,-1,-1,-1,-1
80,11,813,191,36,32,-1,-1,-1,-1
80,29,1262,275,160,87,-1,-1,-1,-1
81,3,363,924,223,155,-1,-1,-1,-1
81,4,618,464,188,165,-1,-1,-1,-1
81,5,724,212,43,33,-1,-1,-1,-1
81,6,743,273,75,63,-1,-1,-1,-1
81,11,812,192,36,31,-1,-1,-1,-1
81,29,1259,273,152,85,-1,-1,-1,-1
82,4,609,473,199,175,-1,-1,-1,-1
82,5,723,215,41,31,-1,-1,-1,-1
82,6,741,277,76,65,-1,-1,-1,-1
82,11,812,192,37,32,-1,-1,-1,-1
82,29,1255,271,146,83,-1,-1,-1,-1
83,4,601,487,206,182,-1,-1,-1,-1
83,5,721,216,41,32,-1,-1,-1,-1
83,6,739,281,77,66,-1,-1,-1,-1
83,11,812,192,37,32,-1,-1,-1,-1
83,29,1250,269,144,82,-1,-1,-1,-1
84,4,591,500,218,193,-1,-1,-1,-1
84,5,718,217,43,33,-1,-1,-1,-1
84,6,736,286,80,69,-1,-1,-1,-1
84,11,811,192,38,33,-1,-1,-1,-1
84,29,1246,267,140,82,-1,-1,-1,-1
85,4,582,516,227,202,-1,-1,-1,-1
85,5,715,217,45,35,-1,-1,-1,-1
85,6,734,292,81,69,-1,-1,-1,-1
85,29,1243,267,133,78,-1,-1,-1,-1
86,4,571,533,236,211,-1,-1,-1,-1
86,5,713,219,44,34,-1,-1,-1,-1
86,6,729,295,86,73,-1,-1,-1,-1
86,11,810,191,40,35,-1,-1,-1,-1
86,29,1239,265,129,77,-1,-1,-1,-1
87,4,559,551,248,223,-1,-1,-1,-1
87,5,709,220,47,35,-1,-1,-1,-1
87,6,727,300,87,74,-1,-1,-1,-1
87,11,810,191,41,35,-1,-1,-1,-1
87,29,1234,264,126,76,-1,-1,-1,-1
88,4,545,571,263,238,-1,-1,-1,-1
88,5,706,221,48,37,-1,-1,-1,-1
88,6,723,304,89,77,-1,-1,-1,-1
88,11,810,191,42,36,-1,-1,-1,-1
88,29,1230,262,123,75,-1,-1,-1,-1
89,4,529,594,279,254,-1,-1,-1,-1
89,5,703,222,49,38,-1,-1,-1,-1
89,6,718,309,93,81,-1,-1,-1,-1
89,11,809,191,42,37,-1,-1,-1,-1
89,29,1226,260,121,75,-1,-1,-1,-1
90,4,512,619,296,273,-1,-1,-1,-1
90,5,699,223,51,39,-1,-1,-1,-1
90,6,715,315,95,82,-1,-1,-1,-1
90,11,807,191,43,38,-1,-1,-1,-1
90,29,1221,257,120,75,-1,-1,-1,-1
91,4,492,648,314,292,-1,-1,-1,-1
91,5,697,225,50,39,-1,-1,-1,-1
91,6,710,319,99,86,-1,-1,-1,-1
91,11,807,193,42,36,-1,-1,-1,-1
91,29,1215,254,120,77,-1,-1,-1,-1
92,4,467,675,341,320,-1,-1,-1,-1
92,5,693,227,51,39,-1,-1,-1,-1
92,6,706,326,100,88,-1,-1,-1,-1
92,11,807,194,40,36,-1,-1,-1,-1
92,29,1212,254,114,73,-1,-1,-1,-1
93,4,445,712,359,340,-1,-1,-1,-1
93,5,689,228,52,40,-1,-1,-1,-1
93,6,701,334,103,89,-1,-1,-1,-1
93,11,806,194,41,37,-1,-1,-1,-1
93,29,1208,252,111,72,-1,-1,-1,-1
94,4,434,752,346,322,-1,-1,-1,-1
94,5,686,230,53,40,-1,-1,-1,-1
94,6,697,340,106,93,-1,-1,-1,-1
94,29,1205,250,109,72,-1,-1,-1,-1
95,4,430,795,321,284,-1,-1,-1,-1
95,5,683,232,54,42,-1,-1,-1,-1
95,6,692,348,110,96,-1,-1,-1,-1
95,29,1201,249,106,70,-1,-1,-1,-1
96,4,431,847,285,232,-1,-1,-1,-1
96,5,678,233,56,43,-1,-1,-1,-1
